,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback,descr_THOUGHT.text_corrected,METdescr_prepLVL1,METdescr_prepLVL1A,METdescr_prepLVL2,METdescr_prepLVL2A
1275,80s_LOW_06,80s,bar ,BAR-80s_LOW_06,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"I imagined a dancer, or a group of dancers as an advert popped up, it gave that kind of a feeling or vibe to it.",3.0,4.0,2.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,i imagined a dancer or a group of dancers as an advert popped up it gave that kind of a feeling or vibe to it,i a dancer or a group of dancers as an advert popped up it gave that kind of a feeling or vibe to it,i imagined a dancer or a group of dancers as an advert popped up it gave that kind of a feeling or vibe to it,dancer group dancer advert pop give kind feeling vibe,imagine dancer group dancer advert pop give kind feeling vibe
1276,Met_LOW_09,Metal,bar ,BAR-Met_LOW_09,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,This gave the thought of being at a rock concert. Everyone is nodding their heads forward to match the beats.,4.0,2.0,1.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this gave the thought of being at a rock concert everyone is nodding their heads forward to match the beats,this gave the of being at a everyone is nodding their heads forward to match the beats,this gave the thought of being at a everyone is nodding their heads forward to match the beats,give everyone nod head forward match beat,give thought everyone nod head forward match beat
1277,Jaz_MED_07,Jazz,movie,MOVIE-Jaz_MED_07,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This gave me the feeling of being at home, with the heating on, getting ready for the holidays.",4.0,2.0,3.0,1,3,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this gave me the feeling of being at home with the heating on getting ready for the holidays,this gave me the feeling of being at home with the heating on getting ready for the holidays,this gave me the feeling of being at home with the heating on getting ready for the holidays,give feeling home heating get ready holiday,give feeling home heating get ready holiday
1278,Met_MED_19,Metal,video game,VIDEOGAME-Met_MED_19,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This clip gave me the feeling of being in a fighting game, like Street Fighter or being in a rock music game such as Guitar Hero with the beats.",4.0,3.0,2.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this clip gave me the feeling of being in a fighting game like street fighter or being in a rock music game such as guitar hero with the beats,this gave me the feeling of being in a fighting street fighter or being in a such as hero with the beats,this gave me the feeling of being in a fighting like street fighter or being in a such as hero with the beats,give feeling fighting street fighter hero beat,give feeling fighting like street fighter hero beat
1279,Ele_LOW_09,Electronic,movie,MOVIE-Ele_LOW_09,clip_context_g2,676ad2c74cc28f95180c4de1,clip_context_g2_PROLIFIC_PID676ad2c74cc28f95180c4de1_439106.csv,2025-07-01_13h43.30.199,"This gave the feeling of being in an action movie like a car chase, and you're weaving through traffic as stuff is happening all around.",4.0,3.0,3.0,1,4,True,24,Male,United Kingdom,United Kingdom,English,False,,False,,2,3,,this gave the feeling of being in an action movie like a car chase and you are weaving through traffic as stuff is happening all around,this gave the feeling of being in an action a car chase and you are weaving through traffic as stuff is happening all around,this gave the feeling of being in an action like a car chase and you are weaving through traffic as stuff is happening all around,give feeling action car chase weave traffic stuff happen around,give feeling action like car chase weave traffic stuff happen around
1280,Jaz_MED_07,Jazz,concert ,CONCERT-Jaz_MED_07,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I imagined myself in a restaurant, maybe in the USA rather than the UK. A calm evening meal, probably at somewhere quite posh",5.0,4.0,3.0,2,4,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,,i imagined myself in a restaurant maybe in the usa rather than the uk a calm evening meal probably at somewhere quite posh,i myself in a restaurant maybe in the usa rather than the uk a calm evening meal probably at somewhere quite posh,i imagined myself in a restaurant maybe in the usa rather than the uk a calm evening meal probably at somewhere quite posh,restaurant maybe usa rather uk calm evening meal probably somewhere quite posh,imagine restaurant maybe usa rather uk calm evening meal probably somewhere quite posh
1281,Ele_MED_19,Electronic,bar ,BAR-Ele_MED_19,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,This felt like I was listening to a lofi beats spotify playlist. It's quite relaxing,5.0,4.0,2.0,1,4,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,,this felt like i was listening to a lofi beats spotify playlist its quite relaxing,this felt i was listening to a lofi beats spotify playlist its quite relaxing,this felt like i was listening to a lofi beats spotify playlist its quite relaxing,felt listen lofi beat spotify playlist quite relaxing,felt like listen lofi beat spotify playlist quite relaxing
1283,Met_MED_19,Metal,concert ,CONCERT-Met_MED_19,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I imagined that I was watching a film that has a montage scene, like an action-comedy one. I couldn't actively imagine being at a concert like this",4.0,3.0,3.0,1,1,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,,i imagined that i was watching a film that has a montage scene like an action comedy one i could not actively imagine being at a concert like this,i that i was watching a that has a montage an action comedy one i could not actively being at a this,i imagined that i was watching a that has a montage scene like an action comedy one i could not actively imagine being at a like this,watch montage action comedy one could actively,imagine watch montage scene like action comedy one could actively imagine like
1285,Ele_LOW_14,Electronic,movie,MOVIE-Ele_LOW_14,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I was thinking of being at a Warehouse Project gig, with someone playing old synth-y house music. It felt fun and enjoyable",4.0,4.0,3.0,1,5,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,,i was thinking of being at a warehouse project gig with someone playing old synthy house music it felt fun and enjoyable,i was of being at a warehouse project gig with someone old synthy house it felt fun and enjoyable,i was thinking of being at a warehouse project gig with someone old synthy house it felt fun and enjoyable,warehouse project gig someone old synthy house felt fun enjoyable,think warehouse project gig someone old synthy house felt fun enjoyable
1286,Ele_LOW_09,Electronic,concert ,CONCERT-Ele_LOW_09,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I felt like I was at a drum and bass concert. I don't like that music (or similar, like in the clip), and have never had enough energy to enjoy such a concert, so it felt more annoying than emotionally good",5.0,4.0,3.0,1,2,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,,i felt like i was at a drum and bass concert i do not like that music or similar like in the clip and have never had enough energy to enjoy such a concert so it felt more annoying than emotionally good,i felt i was at a and bass i do not that or similar in the and have never had enough energy to enjoy such a so it felt more annoying than emotionally good,i felt like i was at a and bass i do not like that or similar like in the and have never had enough energy to enjoy such a so it felt more annoying than emotionally good,felt bass similar never enough energy enjoy felt annoy emotionally good,felt like bass like similar like never enough energy enjoy felt annoy emotionally good
1287,Jaz_LOW_19,Jazz,bar ,BAR-Jaz_LOW_19,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"This felt like I was in an American jazz bar. I think American because I haven't been to a British one, and I have seen plenty of American ones in TV and film. Maybe I would be drinking a cocktail",4.0,4.0,4.0,1,3,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,,this felt like i was in an american jazz bar i think american because i havent been to a british one and i have seen plenty of american ones in tv and film maybe i would be drinking a cocktail,this felt i was in an american i american because i havent been to a british one and i have seen plenty of american ones in tv and maybe i would be drinking a cocktail,this felt like i was in an american i think american because i havent been to a british one and i have seen plenty of american ones in tv and maybe i would be drinking a cocktail,felt american american havent british one see plenty american one tv maybe would drink cocktail,felt like american think american havent british one see plenty american one tv maybe would drink cocktail
1290,Met_LOW_09,Metal,movie,MOVIE-Met_LOW_09,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I thought about being at Corp nightclub in Sheffield on a Saturday night, aka my worst nightmare. Grimy and music that I absolutely hate",5.0,4.0,2.0,1,1,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,,i thought about being at corp nightclub in sheffield on a saturday night aka my worst nightmare grimy and music that i absolutely hate,i about being at corp nightclub in sheffield on a saturday night aka my worst nightmare grimy and that i absolutely hate,i thought about being at corp nightclub in sheffield on a saturday night aka my worst nightmare grimy and that i absolutely hate,corp nightclub sheffield saturday night aka bad nightmare grimy absolutely hate,think corp nightclub sheffield saturday night aka bad nightmare grimy absolutely hate
1292,Met_LOW_14,Metal,video game,VIDEOGAME-Met_LOW_14,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,"I was thinking of a scene from Pokemon, maybe in a battle. Maybe from an episode I would've watched 15-20 years ago",4.0,4.0,2.0,1,4,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,,i was thinking of a scene from pokemon maybe in a battle maybe from an episode i wouldve watched 15 to 20 years ago,i was of a from pokemon maybe in a battle maybe from an episode i wouldve watched 15 to 20 years ago,i was thinking of a scene from pokemon maybe in a battle maybe from an episode i wouldve watched 15 to 20 years ago,pokemon maybe battle maybe episode wouldve watch year ago,think scene pokemon maybe battle maybe episode wouldve watch year ago
1293,Jaz_MED_02,Jazz,movie,MOVIE-Jaz_MED_02,clip_context_g3,601c277aabe00c6bc759bf69,clip_context_g3_601c277aabe00c6bc759bf69_998090.csv,2025-07-01_11h14.49.212,I was thinking of a scene in a Christmas film where two people are in  a posh restaurant,4.0,4.0,3.0,1,3,True,29,Male,United Kingdom,United Kingdom,English,False,,False,,5,2,,i was thinking of a scene in a christmas film where two people are in a posh restaurant,i was of a in a christmas where two people are in a posh restaurant,i was thinking of a scene in a christmas where two people are in a posh restaurant,christmas two people posh restaurant,think scene christmas two people posh restaurant
1296,Met_MED_20,Metal,bar ,BAR-Met_MED_20,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,I thought of movies where they're at a concert like School of Rock or something similar and they're in a mosh pit,4.0,3.0,1.0,1,4,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,,i thought of movies where they are at a concert like school of rock or something similar and they are in a mosh pit,i of where they are at a school of or something similar and they are in a mosh pit,i thought of where they are at a like school of or something similar and they are in a mosh pit,school something similar mosh pit,thought like school something similar mosh pit
1297,80s_LOW_02,80s,movie,MOVIE-80s_LOW_02,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,"Sounds like a movie scene set in a big city, where the main character is depressed or wandering the streets at night.",4.0,4.0,4.0,1,4,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,,sounds like a movie scene set in a big city where the main character is depressed or wandering the streets at night,a set in a big city where the main character is depressed or wandering the streets at night,sounds like a scene set in a big city where the main character is depressed or wandering the streets at night,set big city main character depress wander street night,sound like scene set big city main character depress wander street night
