,clip_name,clip_genre,context_word,clip_context_PAIR,expName,PROLIFIC_PID,File_ID,date,descr_THOUGHT.text,rating_music_prompted.response,rating_spontaneity.response,rating_novelty.response,rating_familiarity.response,rating_enjoyment.response,demographics.headphones,demographics.age,demographics.gender,demographics.livingCountry,demographics.birthCountry,demographics.nativeLanguage,demographics.otherLanguage,demographics.otherLanguageText,demographics.hearingImpariments,demographics.hearingImpairmentsText,demographics.education,demographics.musicianIdentification,demographics.feedback
1309,Jaz_MED_02,Jazz,movie,MOVIE-Jaz_MED_02,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,a jazz bar or slow dance in a movie scene,2.0,2.0,1.0,3,4,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
1310,80s_LOW_06,80s,video game,VIDEOGAME-80s_LOW_06,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,a car ride in the 80s,4.0,4.0,5.0,1,2,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
1311,Ele_LOW_09,Electronic,concert ,CONCERT-Ele_LOW_09,clip_context_g3,60fd70bdb319ed47011e8ef5,clip_context_g3_60fd70bdb319ed47011e8ef5_800963.csv,2025-07-01_10h54.52.128,a festival with strobe lights anda huge crowd,3.0,3.0,2.0,1,1,True,24,Female,United Kingdom,United Kingdom,English,False,,False,,7,3,
1312,80s_LOW_02,80s,movie,MOVIE-80s_LOW_02,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I could see a camera panning around a raining city, somewhere hidden along the street is a bar where a detective is having a drink. He's down on his luck and think the culprit is going to get away, but a woman is about to enter the bar with some important information for him.",5.0,5.0,3.0,3,3,True,26,Female,United States,United States,English,False,,False,,3,2,
1313,Jaz_MED_07,Jazz,concert ,CONCERT-Jaz_MED_07,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"In my mind I could see a jazz bar, similar to one you might see in the 1920's. There is a couple dancing nearby, there is colored woman on stage, taking a break from singing. The air is filled with both the smell of cigarette smoke, bo",5.0,5.0,3.0,2,4,True,26,Female,United States,United States,English,False,,False,,3,2,
1314,80s_MED_08,80s,concert ,CONCERT-80s_MED_08,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I see a roller rink from the 80's, bright colors, people are talking and laughing, the music is loud, lights are dark and everything feels alive. I can almost feel the air brushing past my face I as I skate around.",5.0,5.0,4.0,2,2,True,26,Female,United States,United States,English,False,,False,,3,2,
1315,80s_LOW_06,80s,video game,VIDEOGAME-80s_LOW_06,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I can see the camera panning around a somewhat busy street in an anime game. It flies by people who are laughing and having fun, we're getting clips of different store fronts on the street, introducing us to the new area.",5.0,5.0,5.0,2,5,True,26,Female,United States,United States,English,False,,False,,3,2,
1316,Jaz_LOW_19,Jazz,bar ,BAR-Jaz_LOW_19,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I can see a jazz bar from the 1920's, I see people dancing, the strings on the flapper dresses are flying. The men sliding the ladies around, between their legs, over their shoulders, everyone is smiling and having fun.",5.0,5.0,4.0,2,4,True,26,Female,United States,United States,English,False,,False,,3,2,
1317,Ele_LOW_09,Electronic,concert ,CONCERT-Ele_LOW_09,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I can see a stage and a bunch of people in front of me at an EDM concert, people are jumping, the room is dark except for the lights from the screen, peoples phones, the DJ and the lasers. As the bass builds, the lasers start flashing, my mind takes a moment hoping no one has undiagnosed epilepsy before ",5.0,5.0,5.0,4,5,True,26,Female,United States,United States,English,False,,False,,3,2,
1318,Jaz_LOW_21,Jazz,video game,VIDEOGAME-Jaz_LOW_21,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,The song reminds me of goofy old cartoons and makes me think of the Looney Toons,4.0,4.0,1.0,5,1,True,26,Female,United States,United States,English,False,,False,,3,2,
1319,Jaz_MED_02,Jazz,movie,MOVIE-Jaz_MED_02,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I can see a jazz stage, the instruments on the side, a curtain slowing raising show a beautifully dressed woman who is about to sing",5.0,5.0,5.0,2,2,True,26,Female,United States,United States,English,False,,False,,3,2,
1320,Met_LOW_09,Metal,movie,MOVIE-Met_LOW_09,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"Our hero has reached a breaking point and plans to kick so major butt, someone messed with the wrong person. He's packing a bag, putting clothes, medical supplies, weapons anything he may need to take down the big guy before leaving his industrial style apartment and getting on his big motorcycle and driving off",5.0,5.0,5.0,3,2,True,26,Female,United States,United States,English,False,,False,,3,2,
1321,Met_LOW_14,Metal,video game,VIDEOGAME-Met_LOW_14,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I can see a big furturistic boss with a well armed character who is flitting around, dodging slamming sword attacks whilst managing to get in a few attacks themselves. The boss slams down his sword and the character runs up along it to take down the boss",5.0,5.0,5.0,4,3,True,26,Female,United States,United States,English,False,,False,,3,2,
1322,Ele_MED_19,Electronic,bar ,BAR-Ele_MED_19,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I can see myself in a car as a passenger, rain rolling down the windows as we drive on the interstate just outside of Boston, the sky is gloomy and there is so much fog in the sky, or is it the clouds? It's very somber, I'm moving away from something to start a new life, my heart is broken as I'm leaving it all behind.",4.0,5.0,3.0,3,4,True,26,Female,United States,United States,English,False,,False,,3,2,
1323,Met_MED_20,Metal,bar ,BAR-Met_MED_20,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I can see myself at the computer desk as a kid, opening up Spotify to see what Avenged Sevenfold song was playing whilst doing homework on the computer and talking to some friends on Facebook at the time. The music is loud and I can't hear what my mother is saying to me until she walks over to me and leans down so I have to take my wired headphones plugged into the computer tower off to listen to her.",5.0,5.0,1.0,5,4,True,26,Female,United States,United States,English,False,,False,,3,2,
1324,Ele_LOW_14,Electronic,movie,MOVIE-Ele_LOW_14,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I can see Undertale on my computer screen, I'm fighting Sans, but the music isn't quite right. I'm not running my usual pacifist run, so I have to attack him. The sounds of my hitting him are satisfying, he's going down soon. 'Oh no, I've just lost so much health to him, I have to do this, I can do this', is all I can think",5.0,5.0,2.0,2,4,True,26,Female,United States,United States,English,False,,False,,3,2,
1325,Ele_MED_20,Electronic,video game,VIDEOGAME-Ele_MED_20,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I could see a loading screen for a video game, an anime girl sitting on a seat in the window, knees to her chest, it's cozy but also futuristic. Outside the window it seems to be raining above a cityscape, we seem to be very high above the ground, the clouds are blocking the view downwards",5.0,5.0,5.0,2,4,True,26,Female,United States,United States,English,False,,False,,3,2,
1326,80s_MED_13,80s,bar ,BAR-80s_MED_13,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"I could only think about sitting on the couch as a kid, and this would be the type of song the would play during the credits of an old VHS movie",5.0,5.0,4.0,1,2,True,26,Female,United States,United States,English,False,,False,,3,2,
1327,Met_MED_19,Metal,concert ,CONCERT-Met_MED_19,clip_context_g3,61700ceea50b32716181325c,clip_context_g3_61700ceea50b32716181325c_583744.csv,2025-07-01_08h27.20.879,"When I hear this, I think of my sister and I as kids listening to music like this, banging our heads, pretending to play air guitar, our hair would get all crazy, but it was always so much fun to have a 'guigar battle'.",5.0,5.0,2.0,2,3,True,26,Female,United States,United States,English,False,,False,,3,2,
1328,Ele_MED_20,Electronic,video game,VIDEOGAME-Ele_MED_20,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,I felt a spacey and chill vibe in this music piece.,4.0,3.0,2.0,2,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1329,Met_LOW_09,Metal,movie,MOVIE-Met_LOW_09,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,"This music clip sounded more like a video game track, than the last one. It seems like a rock and metal mashup.",5.0,4.0,1.0,4,4,True,30,Male,United States,United States,English,False,,False,,5,2,
1330,Met_MED_19,Metal,concert ,CONCERT-Met_MED_19,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,Dethklok - Thunderhorse. It is a great song.,5.0,1.0,1.0,5,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1331,Jaz_LOW_21,Jazz,video game,VIDEOGAME-Jaz_LOW_21,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,I think this is what elevator music should be and sound like. I enjoyed this very much.,5.0,5.0,4.0,1,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1332,Jaz_MED_07,Jazz,concert ,CONCERT-Jaz_MED_07,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,It made me feel like I was in a nice cozy jazz nook.,5.0,4.0,3.0,1,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1334,80s_MED_08,80s,concert ,CONCERT-80s_MED_08,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,It made me think of something retro mixed with something new-age.,5.0,4.0,4.0,2,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1335,Jaz_MED_02,Jazz,movie,MOVIE-Jaz_MED_02,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,"I could imagine myself in a smokey jazz club, just enjoying the vibes.",5.0,4.0,2.0,4,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1336,Met_MED_20,Metal,bar ,BAR-Met_MED_20,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,Sounds like some early 2000's hard rock or speed metal.,5.0,3.0,2.0,2,4,True,30,Male,United States,United States,English,False,,False,,5,2,
1337,Ele_LOW_14,Electronic,movie,MOVIE-Ele_LOW_14,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,"It sounded like retro game music, more than movie music.",5.0,1.0,1.0,5,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1338,80s_LOW_06,80s,video game,VIDEOGAME-80s_LOW_06,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,It reminded me of an old television type of theme song.,5.0,2.0,3.0,3,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1339,Met_LOW_14,Metal,video game,VIDEOGAME-Met_LOW_14,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,I enjoyed what it seemed to be was a mashup of genres.,5.0,4.0,2.0,3,4,True,30,Male,United States,United States,English,False,,False,,5,2,
1340,Jaz_LOW_19,Jazz,bar ,BAR-Jaz_LOW_19,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,It was slow at first then the song really started grooving. I really enjoyed the swinging jazz.,5.0,4.0,3.0,2,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1341,Ele_LOW_09,Electronic,concert ,CONCERT-Ele_LOW_09,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,It sounded more like club or rave music rather than movie music.,5.0,4.0,2.0,4,3,True,30,Male,United States,United States,English,False,,False,,5,2,
1342,80s_MED_13,80s,bar ,BAR-80s_MED_13,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,It sounded like perfect music for an intro into a movie or video game. It was cool and somber.,5.0,4.0,3.0,3,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1343,80s_LOW_02,80s,movie,MOVIE-80s_LOW_02,clip_context_g3,6574af22de574dcc620a9b60,clip_context_g3_6574af22de574dcc620a9b60_935078.csv,2025-07-01_06h30.04.876,It felt very emotional and swinging towards the sad side. Maybe the hero in a movie just got hurt or died.,5.0,4.0,3.0,3,5,True,30,Male,United States,United States,English,False,,False,,5,2,
1344,Ele_MED_19,Electronic,bar ,BAR-Ele_MED_19,clip_context_g3,67042cdf06ed4052bdf44c07,clip_context_g3_67042cdf06ed4052bdf44c07_247769.csv,2025-07-01_03h15.54.326,I was a dim lit bar with not a ton of people and had a melancholy feel in the beginning.,5.0,3.0,5.0,1,5,True,27,Female,United States,United States,english,False,,False,,3,2,I genuinely loved this study thank you for the opportunity! I believe i may have accidentally clicked past one of the attention checks unintentionally but was giving 100% attention and passed all of the other ones. I accidentally hit a key on my keyboard and it disappeared before i could read it.
1345,80s_MED_13,80s,bar ,BAR-80s_MED_13,clip_context_g3,67042cdf06ed4052bdf44c07,clip_context_g3_67042cdf06ed4052bdf44c07_247769.csv,2025-07-01_03h15.54.326,This gave me a disco 80s vibe.I imagined vibrant colors and afros.,5.0,5.0,3.0,1,2,True,27,Female,United States,United States,english,False,,False,,3,2,I genuinely loved this study thank you for the opportunity! I believe i may have accidentally clicked past one of the attention checks unintentionally but was giving 100% attention and passed all of the other ones. I accidentally hit a key on my keyboard and it disappeared before i could read it.
1347,Ele_MED_20,Electronic,video game,VIDEOGAME-Ele_MED_20,clip_context_g3,67042cdf06ed4052bdf44c07,clip_context_g3_67042cdf06ed4052bdf44c07_247769.csv,2025-07-01_03h15.54.326,This gave me a nostalgic feel of playying video games with cousins in an afternoon during summer.,5.0,4.0,2.0,1,5,True,27,Female,United States,United States,english,False,,False,,3,2,I genuinely loved this study thank you for the opportunity! I believe i may have accidentally clicked past one of the attention checks unintentionally but was giving 100% attention and passed all of the other ones. I accidentally hit a key on my keyboard and it disappeared before i could read it.
1348,80s_LOW_02,80s,movie,MOVIE-80s_LOW_02,clip_context_g3,67042cdf06ed4052bdf44c07,clip_context_g3_67042cdf06ed4052bdf44c07_247769.csv,2025-07-01_03h15.54.326,This gave me the vibe of an erotic movie with a romantic scene and mysterious feel.,5.0,5.0,4.0,1,3,True,27,Female,United States,United States,english,False,,False,,3,2,I genuinely loved this study thank you for the opportunity! I believe i may have accidentally clicked past one of the attention checks unintentionally but was giving 100% attention and passed all of the other ones. I accidentally hit a key on my keyboard and it disappeared before i could read it.
1349,Jaz_MED_02,Jazz,movie,MOVIE-Jaz_MED_02,clip_context_g3,67042cdf06ed4052bdf44c07,clip_context_g3_67042cdf06ed4052bdf44c07_247769.csv,2025-07-01_03h15.54.326,This seemed like a classic movie with a gentleman just getting home from work smoking a cigar and taking of his hat.,5.0,4.0,3.0,1,2,True,27,Female,United States,United States,english,False,,False,,3,2,I genuinely loved this study thank you for the opportunity! I believe i may have accidentally clicked past one of the attention checks unintentionally but was giving 100% attention and passed all of the other ones. I accidentally hit a key on my keyboard and it disappeared before i could read it.
1350,Met_LOW_09,Metal,movie,MOVIE-Met_LOW_09,clip_context_g3,67042cdf06ed4052bdf44c07,clip_context_g3_67042cdf06ed4052bdf44c07_247769.csv,2025-07-01_03h15.54.326,I imagined a woman who just got done wrong getting ready to go dish out some revenge.,5.0,4.0,4.0,1,1,True,27,Female,United States,United States,english,False,,False,,3,2,I genuinely loved this study thank you for the opportunity! I believe i may have accidentally clicked past one of the attention checks unintentionally but was giving 100% attention and passed all of the other ones. I accidentally hit a key on my keyboard and it disappeared before i could read it.
1351,Ele_LOW_09,Electronic,concert ,CONCERT-Ele_LOW_09,clip_context_g3,67042cdf06ed4052bdf44c07,clip_context_g3_67042cdf06ed4052bdf44c07_247769.csv,2025-07-01_03h15.54.326,This gave me a feel of an opening song at a concert thats dark with crowds of people getting excited that it finally began,5.0,4.0,4.0,1,2,True,27,Female,United States,United States,english,False,,False,,3,2,I genuinely loved this study thank you for the opportunity! I believe i may have accidentally clicked past one of the attention checks unintentionally but was giving 100% attention and passed all of the other ones. I accidentally hit a key on my keyboard and it disappeared before i could read it.
1352,Ele_LOW_14,Electronic,movie,MOVIE-Ele_LOW_14,clip_context_g3,67042cdf06ed4052bdf44c07,clip_context_g3_67042cdf06ed4052bdf44c07_247769.csv,2025-07-01_03h15.54.326,This made me envision a very old fighting video game. One where the graphics aren't that good but you could play for hours.,5.0,5.0,4.0,1,3,True,27,Female,United States,United States,english,False,,False,,3,2,I genuinely loved this study thank you for the opportunity! I believe i may have accidentally clicked past one of the attention checks unintentionally but was giving 100% attention and passed all of the other ones. I accidentally hit a key on my keyboard and it disappeared before i could read it.
1353,80s_MED_08,80s,concert ,CONCERT-80s_MED_08,clip_context_g3,67042cdf06ed4052bdf44c07,clip_context_g3_67042cdf06ed4052bdf44c07_247769.csv,2025-07-01_03h15.54.326,This reminded me of the beginning theme song to old school shows where its showing the town and what the different characters are doing in the opening scenes,5.0,5.0,3.0,1,1,True,27,Female,United States,United States,english,False,,False,,3,2,I genuinely loved this study thank you for the opportunity! I believe i may have accidentally clicked past one of the attention checks unintentionally but was giving 100% attention and passed all of the other ones. I accidentally hit a key on my keyboard and it disappeared before i could read it.
